사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
24-Oct,7호선,2713,수락산,104,4,"10,982",956,"21,563","5,695","46,851","9,024","48,685","19,148","31,129","17,001","23,260","16,814","21,248","17,208","22,059","18,448","21,828","16,449","21,828","17,176","22,144","20,558","22,539","26,417","21,391","31,971","18,903","43,241","12,041","41,501","8,513","25,775","6,653","21,080","4,355","18,608","2,281","11,646",286,"4,368",0,3,0,0,0,0
24-Oct,7호선,2714,마들,12,0,"11,739","1,317","27,103","3,211","64,341","8,576","63,099","12,372","34,692","11,516","25,286","11,461","23,493","13,545","24,260","15,814","21,524","17,118","18,543","18,338","18,771","22,825","18,194","27,626","16,272","33,184","13,757","49,822","8,761","47,614","6,071","26,910","4,170","23,130","3,138","20,974","1,339","12,739",174,"4,032",0,0,0,0,0,0
24-Oct,7호선,2715,노원,47,2,"8,263","2,682","15,306","7,331","38,298","16,545","43,121","46,351","30,273","43,782","29,284","33,111","32,476","33,244","36,617","35,126","36,162","38,574","37,555","37,906","40,925","40,382","43,609","44,537","43,814","49,766","45,881","62,838","30,302","50,655","28,749","26,534","23,428","21,809","20,728","18,513","8,314","12,376","1,466","3,859",0,2,0,0,0,0
24-Oct,7호선,2716,중계,23,0,"10,357","2,332","25,706","5,266","62,312","16,912","64,283","30,501","36,575","18,868","27,041","14,485","25,623","14,573","26,989","15,585","22,514","16,589","20,388","16,511","20,133","20,420","25,286","24,702","22,145","32,866","18,536","49,862","10,648","46,030","8,081","26,847","8,739","23,352","6,118","20,756","2,535","12,358",357,"3,867",0,0,0,0,0,0
24-Oct,7호선,2717,하계,68,0,"9,939","1,953","27,635","7,265","67,623","16,602","72,594","30,191","42,074","24,081","31,885","19,692","32,069","19,008","32,396","23,180","29,636","27,025","28,125","25,065","31,934","27,742","34,973","32,451","33,185","41,054","26,557","61,502","15,347","53,167","14,764","31,303","10,762","27,642","8,039","25,855","3,061","16,304",505,"4,977",0,0,0,0,0,0
24-Oct,7호선,2718,공릉(서울과학기술대),12,1,"6,717","1,086","15,400","4,522","37,576","11,982","43,087","24,888","24,779","20,674","19,558","15,556","19,804","14,316","20,675","16,695","20,451","18,643","19,416","17,232","21,680","20,381","23,971","24,798","24,713","30,622","24,046","43,693","14,897","35,276","12,085","20,717","12,221","18,568","10,259","17,172","4,982","11,271",950,"3,892",0,0,0,1,0,0
24-Oct,7호선,2719,태릉입구,99,0,"8,988","1,156","8,215","5,172","19,606","8,663","25,656","20,282","16,700","14,657","13,574","11,322","12,908","13,856","14,715","11,162","14,584","12,151","14,827","12,556","17,058","12,964","19,010","15,692","20,781","18,956","21,252","24,814","12,450","20,939","9,429","13,565","8,603","12,149","6,593","11,739","2,878","7,033",574,"3,591",2,"1,074",0,0,0,0
24-Oct,7호선,2720,먹골,23,2,"7,660",695,"13,544","3,065","34,178","6,384","42,834","15,524","26,367","11,121","18,482","9,736","16,759","10,546","16,860","11,993","16,039","13,631","14,737","14,233","13,922","18,111","15,146","22,286","15,823","27,181","17,069","38,960","10,969","31,352","8,033","19,990","6,241","17,246","4,687","14,986","1,893","9,228",370,"2,723",1,47,0,0,0,0
24-Oct,7호선,2721,중화,90,0,"8,918","1,218","15,415","5,515","35,922","9,530","46,617","21,468","27,940","11,417","18,295","9,996","16,537","10,427","16,980","11,983","16,298","12,749","14,072","13,631","14,350","17,368","17,388","21,948","18,115","26,127","18,768","38,447","11,080","32,127","7,762","20,343","6,233","18,126","4,858","16,494","2,184","9,383",362,"3,039",0,27,0,0,0,0
24-Oct,7호선,2722,상봉,462,27,"12,004","1,572","21,482","8,142","53,534","12,764","74,661","28,721","40,268","20,220","25,608","16,912","23,865","18,218","26,100","19,946","25,122","21,605","23,492","22,603","25,017","25,591","28,518","32,939","31,644","43,655","32,877","68,794","24,057","57,167","18,281","33,886","17,363","28,171","13,529","26,657","7,497","15,514","1,417","6,846",0,21,0,0,0,0
24-Oct,7호선,2723,면목,95,0,"13,946",851,"24,257","5,318","55,714","9,237","70,208","29,535","40,571","17,565","26,672","15,880","23,458","14,878","25,060","17,860","23,332","18,102","20,582","18,788","22,671","24,263","25,389","30,529","22,994","35,676","22,844","52,131","15,365","45,232","9,687","27,370","7,453","23,538","5,544","22,164","2,574","12,211",391,"4,216",0,0,0,0,0,0
24-Oct,7호선,2724,사가정,13,0,"12,919","1,606","25,205","8,312","55,211","12,774","71,335","28,064","42,679","18,963","29,288","17,800","26,190","18,052","25,900","20,170","24,989","20,942","23,268","23,078","23,189","29,269","24,661","36,411","25,990","45,208","25,608","66,905","18,686","51,606","12,664","31,882","10,130","28,509","8,204","24,043","4,562","13,226",696,"4,326",0,0,0,0,0,0
24-Oct,7호선,2725,용마산(용마폭포공원),9,0,"5,055",604,"10,844","2,194","23,796","4,137","28,761","10,695","16,445","7,264","10,503","7,347","9,264","6,296","9,450","7,399","9,081","8,137","7,682","8,080","8,240","10,179","8,530","12,496","7,905","15,260","7,964","22,033","5,199","18,029","3,050","10,711","2,647","10,686","1,954","9,437","1,033","5,778",181,"1,981",0,0,0,0,0,0
24-Oct,7호선,2726,중곡,7,1,"6,959",652,"13,640","4,358","31,132","16,989","44,314","29,370","28,567","16,139","18,774","10,564","16,556","10,018","17,112","11,323","16,482","12,304","14,758","13,089","15,185","16,571","21,972","19,738","22,120","24,005","23,851","34,464","12,572","27,484","8,698","18,177","7,146","16,440","5,401","14,205","1,946","7,779",321,"2,641",0,0,0,0,0,0
24-Oct,7호선,2727,군자(능동),48,2,"9,649",929,"15,252","6,665","36,300","9,917","56,081","26,236","38,714","19,422","23,593","12,982","20,563","12,894","22,388","13,644","21,688","15,772","20,619","16,557","20,916","20,162","23,744","23,533","28,927","29,994","33,827","43,849","22,394","33,435","18,179","21,393","16,953","18,860","13,308","16,477","6,937","9,621","1,376","3,288",0,34,0,0,0,0
24-Oct,7호선,2728,어린이대공원(세종대),33,0,"3,482",952,"8,142","7,539","20,407","17,962","34,489","73,874","25,555","49,020","18,955","51,441","22,718","39,280","25,250","31,973","30,248","39,513","35,250","31,703","38,812","25,374","47,842","24,860","59,539","27,575","55,914","37,002","30,951","25,617","23,879","17,364","23,715","15,838","19,841","15,912","10,830","10,677","2,065","2,994",0,7,0,0,0,0
24-Oct,7호선,2729,건대입구,79,2,"4,303","1,068","5,157","8,857","14,148","20,328","20,832","41,816","16,880","31,670","15,264","28,033","17,204","23,773","19,073","25,320","22,295","28,336","26,151","25,076","29,836","23,896","34,260","25,420","43,437","31,680","37,583","40,597","27,098","26,402","29,139","15,940","24,940","13,575","21,012","11,050","11,004","6,802","2,022","3,539",0,169,0,0,0,0
24-Oct,7호선,2730,자양(뚝섬한강공원),16,0,"5,386",734,"9,871","4,572","23,253","7,728","32,370","15,100","23,430","11,908","14,150","11,023","11,888","13,627","12,654","16,174","13,745","19,931","14,780","22,440","17,860","25,989","21,173","29,782","24,218","36,907","27,704","48,085","22,252","40,854","38,254","20,029","27,579","15,972","18,796","12,924","8,402","6,455","1,013","1,997",0,1,0,0,0,0
24-Oct,7호선,2731,청담,12,0,"2,645","4,342","6,814","35,441","11,219","57,930","16,120","132,326","13,806","89,707","13,606","36,999","17,011","23,607","20,235","22,350","20,907","23,655","25,271","21,357","32,993","19,008","45,828","20,673","72,290","21,226","102,075","21,972","51,600","16,762","30,524","10,160","27,350","9,212","21,775","7,006","5,721","4,067",800,"2,489",0,0,0,1,0,0
24-Oct,7호선,2732,강남구청,26,1,"1,787","1,668","4,375","16,695","7,495","36,385","10,582","100,786","10,273","97,425","10,215","42,755","12,799","25,685","15,306","23,012","18,109","23,634","22,502","20,659","27,736","19,216","33,347","19,496","53,300","21,122","84,993","22,157","51,817","14,215","33,011","9,572","30,869","7,205","21,768","5,781","9,163","3,861","1,524","1,686",0,0,0,0,0,0
24-Oct,7호선,2733,학동,6,1,"1,924","1,107","4,837","24,630","9,247","54,799","11,913","171,770","12,024","128,801","12,690","56,029","15,959","31,116","20,458","26,255","24,006","29,859","29,257","25,481","36,579","20,454","46,826","20,558","86,798","21,929","155,408","21,595","73,450","12,928","38,652","8,545","33,135","7,762","23,637","5,513","8,865","3,482","1,403","1,305",0,0,0,0,0,0
24-Oct,7호선,2734,논현,37,0,"2,967","1,352","4,728","18,091","9,355","40,378","14,073","100,691","13,053","86,821","12,519","36,510","14,149","24,680","16,066","23,036","18,134","24,781","22,835","23,391","27,198","21,788","35,999","24,252","60,321","29,511","98,051","35,129","53,155","19,438","36,651","12,674","36,805","10,468","33,362","7,975","16,375","5,769","2,897","2,376",0,0,0,0,0,0
24-Oct,7호선,2735,반포,9,1,976,"1,245","3,276","16,650","9,076","12,724","12,235","18,898","9,101","16,585","7,324","10,714","7,399","11,203","9,157","10,379","9,503","10,643","10,659","9,708","13,681","9,817","22,616","10,217","20,326","10,878","18,704","12,226","12,265","7,759","10,069","5,196","10,308","4,479","7,692","4,155","2,077","2,430",298,740,0,0,0,0,0,0
24-Oct,7호선,2736,고속터미널,20,4,"1,548","2,841","3,506","22,491","11,924","39,677","20,948","51,514","27,507","38,477","25,967","31,049","28,746","29,034","29,689","25,887","29,485","29,175","32,387","26,478","40,410","22,484","43,782","23,338","58,974","26,101","50,416","27,116","36,403","17,027","38,785","10,689","34,658","9,959","26,567","5,752","8,501","3,383",581,638,0,1,0,0,0,0
24-Oct,7호선,2737,내방,16,1,"2,768","2,309","8,162","16,020","19,414","25,681","28,565","75,053","22,930","44,425","17,403","21,399","17,126","16,535","18,468","17,466","20,092","18,949","21,003","17,572","22,645","18,416","29,812","19,981","45,766","26,143","65,956","32,358","26,820","21,188","19,585","13,854","17,808","12,316","12,767","9,786","4,256","6,385",684,"2,826",1,214,0,0,0,0
24-Oct,7호선,2738,이수,21,1,"5,202","1,991","10,038","16,663","28,662","15,613","42,940","42,391","30,232","29,457","21,380","21,362","21,308","20,685","23,678","21,377","25,012","23,103","25,484","23,022","27,700","25,899","33,569","30,876","36,893","41,188","44,465","56,273","27,912","36,430","24,648","21,420","26,799","17,599","22,497","15,247","11,706","9,195","1,810","2,926",1,21,0,0,0,0
24-Oct,7호선,2739,남성,22,1,"6,469",868,"15,337","3,856","39,054","6,894","54,581","16,886","35,262","12,684","21,919","11,582","18,476","12,745","18,989","12,952","18,148","14,023","15,774","15,256","15,620","19,455","16,226","22,674","16,053","30,388","16,161","44,896","9,793","31,771","8,068","21,299","8,167","18,168","5,515","16,355","2,207","9,815",382,"3,021",0,1,0,0,0,0
24-Oct,7호선,2740,숭실대입구(살피재),50,0,"6,891","1,054","13,887","4,284","39,032","8,284","50,365","34,605","33,464","24,180","22,773","31,968","21,969","25,142","21,847","19,407","24,347","24,666","25,202","23,406","23,568","22,889","33,480","28,022","35,854","34,828","24,170","49,956","16,576","36,241","15,587","23,933","16,632","21,059","14,811","20,362","9,230","13,627","1,517","4,013",0,2,0,0,0,0
24-Oct,7호선,2741,상도,7,0,"5,936","1,719","12,724","5,737","35,322","8,759","45,183","25,629","29,669","18,684","20,050","18,937","18,435","16,480","19,629","16,787","19,770","16,633","18,570","18,823","20,074","18,672","22,663","22,056","24,806","29,705","24,193","43,190","13,486","29,808","11,703","19,932","12,725","17,503","9,410","16,825","5,356","11,538","1,083","3,111",0,0,0,0,0,0
24-Oct,7호선,2742,장승배기,15,0,"6,729","1,390","11,368","7,651","28,132","8,509","39,657","18,147","24,696","12,250","16,593","9,945","15,091","10,497","15,467","11,425","14,905","12,611","13,370","13,187","13,662","15,420","15,880","17,786","16,106","22,089","15,562","33,019","8,309","23,738","7,254","15,225","7,146","13,757","5,188","12,148","2,162","7,804",468,"2,456",0,0,0,0,0,0
24-Oct,7호선,2743,신대방삼거리,72,1,"10,484",605,"19,436","5,194","51,110","9,558","75,603","18,920","43,680","15,635","26,946","13,756","23,771","14,524","24,845","15,754","22,368","17,652","20,243","19,734","19,286","23,790","21,764","28,362","20,219","39,252","20,845","60,600","12,479","44,565","10,461","27,704","8,973","26,488","6,852","21,953","3,468","14,563",615,"4,962",0,0,0,0,0,0
24-Oct,7호선,2744,보라매,14,1,"4,177",774,"6,610","3,136","17,191","8,868","24,182","19,647","16,098","10,333","9,836","8,042","9,655","8,685","10,000","9,823","10,310","9,247","10,421","8,937","10,642","10,263","12,314","12,235","14,008","17,088","16,535","24,573","7,635","17,644","7,028","11,592","6,148","10,442","5,476","8,746","2,056","5,627",352,"2,107",0,28,0,0,0,0
24-Oct,7호선,2745,신풍,372,17,"14,719","1,252","15,992","5,475","40,465","11,663","50,251","20,610","30,294","14,290","19,288","11,451","16,846","11,293","17,380","12,456","16,316","13,115","14,503","14,030","15,830","17,547","18,449","22,445","18,168","29,952","18,761","40,765","11,018","28,783","7,913","18,043","6,217","17,696","4,845","14,695","1,966","8,404",340,"2,660",2,423,0,0,0,0
24-Oct,7호선,2746,대림(구로구청),69,2,"13,421",961,"9,235","4,391","16,813","7,856","22,830","19,226","18,270","15,285","13,563","19,258","14,043","20,011","16,248","17,419","17,737","17,223","18,349","16,370","19,463","18,009","20,325","21,241","20,922","25,484","21,275","24,216","13,073","16,057","10,335","11,553","8,654","13,735","6,953","10,788","3,602","5,492",494,"1,336",1,5,0,0,0,0
24-Oct,7호선,2747,남구로,226,5,"19,552","1,491","16,239","6,729","30,338","30,404","34,585","88,770","24,406","42,792","16,410","19,458","15,024","15,189","16,564","14,819","15,665","15,748","14,883","14,883","16,471","18,500","20,184","25,358","43,092","32,936","68,614","32,100","28,974","22,237","15,820","15,751","10,726","17,523","7,028","14,462","3,349","7,572",484,"1,849",0,0,0,0,0,0
24-Oct,7호선,2748,가산디지털단지,620,8,"7,138","5,289","10,085","30,502","24,125","137,421","29,326","367,717","21,591","209,801","19,648","57,890","24,310","36,562","30,680","34,462","34,952","35,570","40,651","30,754","51,104","29,166","77,622","27,404","208,605","30,671","291,589","35,965","115,165","25,389","65,635","16,893","48,930","14,115","27,045","12,895","11,672","8,334","1,456","2,884",3,3,0,0,0,0
24-Oct,7호선,2749,철산,25,0,"10,934","4,687","31,624","13,386","86,026","18,592","86,655","35,480","50,219","27,345","35,594","20,636","32,838","20,826","35,459","23,493","30,327","26,150","26,714","26,950","28,676","33,215","35,245","43,170","36,068","61,992","36,329","92,719","21,165","69,868","18,174","40,504","16,470","34,841","14,068","30,966","6,142","19,045","1,056","5,375",0,0,0,0,0,0
24-Oct,7호선,2750,광명사거리,228,1,"19,263","7,327","29,105","12,765","75,100","16,336","81,720","25,923","45,976","23,376","31,486","24,428","29,958","28,177","32,754","30,511","32,308","31,916","30,926","31,937","32,022","37,969","37,775","43,695","38,383","53,332","33,105","76,763","22,229","55,558","15,212","32,189","11,303","28,044","8,525","22,920","3,677","14,682",675,"4,053",1,8,0,0,0,0
24-Oct,7호선,2751,천왕,60,0,"8,409","1,378","19,161","6,206","52,865","9,982","58,262","18,565","31,525","8,826","20,049","7,824","17,042","9,131","16,423","11,774","15,389","13,125","13,442","13,883","14,660","17,682","16,719","22,901","16,264","31,561","15,392","46,124","7,345","36,072","5,687","22,396","4,220","18,657","2,896","16,390","1,195","10,137",266,"2,590",0,168,0,0,0,0
24-Oct,7호선,2752,온수(성공회대입구),158,2,"9,533",837,"18,576","3,923","43,717","11,007","51,408","20,309","24,046","14,097","14,383","8,109","13,323","8,686","14,242","9,633","12,592","10,955","11,976","10,373","13,598","12,909","17,293","16,385","17,115","22,845","14,673","38,348","6,552","28,206","5,207","17,807","4,839","14,911","3,004","13,337","1,698","8,648",302,"4,722",1,962,0,0,0,0
24-Oct,8호선,2810,암사역사공원,13,0,"2,553",638,"8,324","4,324","25,166","5,656","28,489","6,757","16,452","3,815","10,629","4,079","9,299","4,509","8,994","6,158","8,487","7,324","7,706","8,706","8,017","9,556","10,775","12,811","10,649","16,670","9,355","22,548","4,699","17,220","3,295","11,538","3,907","9,103","2,096","9,130",543,"4,888",180,"1,252",0,0,0,0,0,0
24-Oct,8호선,2811,암사,61,1,"16,581",898,"25,238","6,008","69,156","8,743","83,228","20,982","46,252","15,224","29,526","11,965","26,792","15,779","26,067","18,377","24,805","20,141","21,476","21,861","21,807","29,974","22,559","34,214","23,268","43,740","22,746","65,267","14,241","50,213","11,573","30,049","9,645","26,769","6,393","24,652","2,531","13,506",499,"4,386",0,89,0,0,0,0
24-Oct,8호선,2812,천호(풍납토성),126,4,"11,180","2,297","16,852","14,796","43,149","19,255","56,411","34,471","34,688","31,713","23,633","23,530","23,600","25,533","25,569","26,280","26,260","29,728","25,781","29,254","28,328","34,864","32,746","38,152","38,719","50,209","40,089","71,537","26,824","47,977","22,979","29,629","16,159","27,726","12,695","21,173","6,228","13,287","1,400","4,272",0,0,0,0,0,0
24-Oct,8호선,2813,강동구청,36,1,"5,781",848,"12,250","6,118","31,482","16,160","39,000","34,309","25,374","15,447","18,298","12,252","16,095","11,265","16,189","12,565","16,046","15,380","15,311","14,599","15,440","17,444","18,111","20,181","21,957","26,199","27,309","35,083","11,068","26,495","8,787","17,352","6,916","15,116","5,331","13,007","1,953","7,736",391,"2,075",0,0,0,0,0,0
24-Oct,8호선,2814,몽촌토성(평화의문),13,0,"1,741","2,829","4,737","10,160","13,257","12,341","20,104","31,589","13,372","17,789","10,498","11,945","10,523","11,684","10,818","11,513","11,332","12,338","12,751","11,682","14,738","11,587","20,534","13,540","23,661","16,092","26,616","19,216","11,404","14,743","9,495","9,502","9,609","7,779","7,350","6,900","3,168","4,468",705,"1,291",0,0,0,0,0,0
24-Oct,8호선,2815,잠실(송파구청),26,1,"1,685","3,204","4,041","16,270","8,472","40,383","12,283","94,424","10,628","55,955","11,106","41,299","15,543","42,606","18,928","40,612","24,047","40,648","31,059","37,680","40,681","38,279","46,843","38,206","59,396","40,825","79,572","45,654","49,591","23,958","46,912","13,798","42,477","9,662","29,577","7,233","10,244","4,466","2,067","1,703",0,218,0,0,0,0
24-Oct,8호선,2816,석촌,0,0,"2,610",848,"6,281","4,940","16,715","9,628","24,093","23,692","14,919","21,680","12,357","14,929","13,039","16,210","13,138","17,038","13,987","17,795","13,960","16,572","15,312","18,311","16,522","19,423","19,895","25,860","22,242","32,573","13,639","21,397","12,908","13,305","12,946","11,266","10,237","9,579","4,204","5,650",737,"1,921",0,3,0,0,0,0
24-Oct,8호선,2817,송파,3,0,"3,352",834,"10,747","7,576","30,659","11,532","36,835","21,035","24,233","12,189","17,444","9,630","16,441","9,319","16,293","10,887","15,374","13,133","13,443","14,002","15,151","17,341","18,133","19,834","16,294","24,619","18,587","33,395","10,413","23,823","7,316","15,018","6,332","13,796","5,154","11,585","1,885","5,797",299,"1,784",0,34,0,0,0,0
24-Oct,8호선,2818,가락시장,175,0,"3,867","2,844","6,663","7,722","12,944","16,847","14,777","40,721","12,058","17,539","11,304","13,325","11,984","13,224","12,176","12,222","12,896","12,986","14,072","12,999","15,864","13,222","16,195","16,637","21,375","19,376","28,394","23,873","13,439","15,990","12,286","11,090","11,822","9,105","10,281","7,508","4,681","5,121",983,"1,698",2,475,0,0,0,0
24-Oct,8호선,2819,문정,2,0,"2,971","3,263","8,509","10,859","27,538","55,461","35,172","171,617","22,958","78,927","18,726","31,352","20,541","21,086","22,887","21,627","25,667","23,085","28,587","21,729","30,906","20,865","36,910","24,835","86,147","29,721","123,604","40,138","42,524","29,395","30,067","18,123","25,228","15,238","18,791","13,857","6,991","7,403","1,305","1,991",0,0,0,0,0,0
24-Oct,8호선,2820,장지,12,2,"6,229","2,976","19,061","11,083","48,123","27,014","54,284","49,005","34,828","35,207","24,230","20,707","21,107","21,644","22,643","22,310","23,816","22,078","23,902","23,143","29,196","26,403","33,963","30,117","45,477","35,468","50,977","52,194","29,269","32,681","22,597","20,089","17,539","18,477","9,098","15,146","3,089","9,426",542,"2,147",0,0,0,0,0,0
24-Oct,8호선,2821,복정,52,0,"4,238","2,430","11,513","9,439","29,349","11,712","37,380","21,383","23,012","16,832","14,908","10,744","12,401","8,200","14,561","9,893","13,313","9,914","12,623","9,753","13,957","12,372","18,954","15,515","23,495","21,908","26,642","30,412","16,525","21,599","10,147","14,150","7,664","12,395","6,284","11,232","2,621","5,429",551,"1,202",0,0,0,0,0,0
24-Oct,8호선,2822,산성,11,0,"5,043",601,"11,030","2,065","30,938","3,642","32,425","9,107","17,496","7,021","11,855","6,504","9,846","5,727","9,732","6,385","9,170","7,132","8,208","7,624","8,917","10,459","9,466","12,590","9,572","17,719","7,238","28,217","3,949","22,951","2,792","14,586","2,287","13,062","1,403","11,112",652,"6,741",162,"2,409",0,0,0,0,0,0
24-Oct,8호선,2823,남한산성입구(성남법원.검찰청),125,11,"11,889","1,816","22,457","4,966","54,235","12,075","65,010","26,694","34,455","27,401","23,525","16,028","21,238","12,953","22,413","15,210","20,247","16,503","19,547","14,661","20,994","19,797","24,424","24,775","25,798","30,429","22,160","45,434","11,043","35,519","7,928","23,117","6,261","22,475","4,657","18,731","1,727","11,798",334,"3,716",0,0,0,0,0,0
24-Oct,8호선,2824,단대오거리,40,1,"11,348","1,768","19,986","5,640","49,435","11,263","56,353","20,030","29,472","12,130","20,050","9,212","17,795","10,060","19,031","12,059","17,066","12,759","14,927","14,554","15,302","19,817","18,744","24,107","21,288","31,467","21,632","47,343","10,899","36,059","8,081","23,239","6,373","21,013","3,979","17,547","2,116","11,173",475,"3,397",0,0,0,0,0,0
24-Oct,8호선,2825,신흥,3,0,"3,937",550,"7,582","2,335","18,635","3,423","22,431","7,266","12,568","4,630","8,198","5,448","7,832","6,198","8,084","8,052","7,555","8,527","7,515","8,888","8,721","10,185","9,965","12,686","9,383","14,059","8,519","20,102","4,909","15,941","3,907","10,142","2,846","8,669","1,967","7,663",872,"4,488",199,"1,390",0,3,0,0,0,0
24-Oct,8호선,2826,수진,21,6,"4,261",534,"7,396","2,286","17,450","5,161","22,995","13,000","13,373","7,166","9,439","6,451","9,539","7,183","10,316","7,382","9,458","8,428","9,126","8,424","9,922","8,851","12,241","10,645","10,000","11,458","8,043","16,639","5,263","13,327","4,035","9,097","3,589","8,221","2,586","7,159","1,053","4,600",264,"1,486",0,35,0,0,0,0
24-Oct,8호선,2827,모란,39,1,"3,118",723,"3,351","4,028","9,083","5,599","11,607","11,980","7,880","7,149","8,075","8,210","9,459","8,684","10,842","8,733","11,468","8,308","11,659","8,199","12,753","8,457","15,351","8,933","12,722","8,724","12,298","10,374","7,435","6,527","5,333","4,395","4,896","4,220","3,943","3,798","2,244","2,386",645,"1,361",2,371,0,0,0,0
24-Oct,8호선,2828,남위례,3,0,"1,815","1,420","7,740","5,321","22,608","9,850","27,417","25,172","16,190","12,099","10,922","7,753","9,923","7,076","11,388","7,892","10,652","9,475","10,432","9,628","12,579","11,163","15,968","14,396","17,348","18,178","19,230","26,390","8,922","19,448","7,648","12,361","7,169","9,777","5,513","9,533","2,337","5,620",663,"1,335",0,0,0,0,0,0
24-Oct,9호선,4101,개화,10,2,"2,515",205,"7,961","2,975","15,121","3,517","10,498","5,056","4,401","3,094","3,135","2,483","3,000","2,677","2,786","2,272","2,822","2,317","3,084","2,531","3,572","2,599","4,829","2,917","6,600","4,523","6,133","6,347","2,526","5,619","1,616","3,141","1,568","2,632",638,"2,252",265,"1,340",75,450,0,38,0,0,0,0
24-Oct,9호선,4102,김포공항,1,0,752,"2,769","3,065","14,747","10,435","16,826","11,023","20,865","7,731","18,350","7,643","19,132","8,952","21,534","9,340","22,411","11,073","22,820","13,032","22,007","14,690","21,289","12,921","24,478","16,208","28,871","18,016","27,585","13,229","15,417","11,745","6,540","10,759","4,131","9,368","2,983","3,289","2,110",100,"1,448",2,180,0,0,0,0
24-Oct,9호선,4103,공항시장,11,0,"3,756",184,"4,864","1,337","9,773","2,220","12,586","4,354","7,424","3,912","5,738","3,198","5,100","3,885","5,491","4,086","5,278","4,102","4,849","4,565","4,485","6,005","4,860","6,909","5,240","7,832","4,687","12,001","3,024","9,382","2,460","7,154","1,943","6,325","1,396","6,063",742,"3,972",160,"1,347",1,93,0,0,0,0
24-Oct,9호선,4104,신방화,2,0,"5,484",717,"12,500","2,665","29,627","5,739","29,162","13,201","16,184","8,230","12,675","6,579","11,545","6,809","12,078","7,737","11,064","8,964","8,926","9,933","10,702","11,422","10,886","13,983","9,878","18,069","10,785","24,940","6,451","21,709","4,889","13,123","3,879","11,222","2,666","11,601","1,189","6,345",222,"2,160",0,2,0,0,0,0
24-Oct,9호선,4105,마곡나루(서울식물원),4,0,"5,609","1,522","10,886","14,436","31,772","24,756","32,169","61,017","17,930","25,674","14,121","16,011","14,770","14,514","17,359","14,915","18,221","15,946","18,519","15,966","22,147","17,042","27,508","20,135","46,536","27,520","52,396","40,360","23,926","31,044","20,240","19,356","18,677","18,795","14,782","15,937","6,972","10,841","1,007","4,021",0,363,0,0,0,0
24-Oct,9호선,4106,양천향교,5,0,"5,193","1,323","11,524","9,652","32,476","15,730","32,498","41,548","16,560","17,929","13,021","10,287","13,473","8,530","15,295","9,733","13,901","11,680","12,982","10,296","15,060","12,040","19,361","14,339","25,344","19,349","33,968","29,557","11,808","26,150","8,261","16,437","6,814","16,528","5,342","13,379","2,275","10,354",476,"2,559",1,178,0,0,0,0
24-Oct,9호선,4107,가양,142,0,"17,155","1,684","29,811","9,982","79,305","30,116","80,181","55,517","47,462","32,261","37,207","20,997","33,587","22,159","36,569","24,200","33,536","26,330","29,218","28,887","32,213","34,736","37,335","39,774","44,130","49,157","51,493","77,113","24,441","62,913","17,764","40,893","14,924","35,748","10,559","31,947","4,180","19,037",602,"5,989",0,229,0,0,0,0
24-Oct,9호선,4108,증미,3,0,"2,889",520,"8,523","3,036","23,951","11,337","25,743","47,780","13,222","18,202","10,185","7,119","9,798","6,899","9,889","6,771","9,950","6,983","8,651","7,833","9,208","8,810","10,105","9,928","21,877","13,323","36,671","20,900","10,942","16,005","6,286","9,644","5,019","8,616","2,877","8,957","1,195","4,495",223,"1,349",0,0,0,0,0,0
24-Oct,9호선,4109,등촌,19,0,"6,691","1,267","16,435","4,433","49,836","8,652","60,155","18,746","28,042","12,354","19,762","11,961","18,908","12,042","19,384","13,647","18,299","14,113","16,468","16,064","16,478","20,251","18,532","22,452","19,126","32,517","20,025","48,104","10,258","37,614","7,836","21,819","6,460","19,686","4,880","16,482","2,034","9,466",383,"2,894",1,1,0,0,0,0
24-Oct,9호선,4110,염창,21,0,"14,170",934,"28,768","5,042","79,737","9,154","86,327","20,470","49,186","13,542","31,794","11,701","27,686","12,762","27,975","15,020","25,379","17,514","20,826","20,109","20,089","25,931","21,687","31,832","23,710","50,653","25,768","74,050","14,736","62,399","11,337","40,217","10,029","35,322","7,122","34,589","3,140","20,482",548,"6,464",1,333,0,0,0,0
