사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
24-Oct,경부선,1721,송탄,113,0,"6,083",927,"9,485","3,353","14,216","6,465","13,108","9,352","10,664","5,270","8,750","4,457","8,933","5,486","8,640","5,671","8,187","6,044","7,344","6,922","8,283","8,067","10,501","10,244","9,647","12,731","10,334","14,540","5,700","14,017","4,219","10,298","3,523","8,514","2,368","7,045","1,052","6,680",46,507,0,0,0,0,0,0
24-Oct,경부선,1722,서정리,111,0,"5,758","3,719","13,071","8,264","18,969","15,743","18,588","22,553","15,550","10,724","14,537","8,424","13,869","8,828","14,816","11,125","13,123","11,970","13,259","11,463","15,587","13,420","21,988","19,441","32,955","22,698","21,538","20,907","11,725","19,524","8,815","15,090","6,846","11,594","4,344","11,092","2,286","8,634",94,809,0,0,0,0,0,0
24-Oct,경부선,1723,평택지제,11,0,"2,712","5,540","5,964","8,826","12,534","12,682","11,264","7,653","7,936","5,187","6,597","4,088","6,024","4,779","7,093","5,108","4,977","4,544","5,382","5,023","7,532","6,545","8,962","7,978","14,953","10,466","10,013","11,386","7,872","9,309","5,615","6,641","4,500","6,388","4,771","5,818","2,521","3,490",32,360,0,0,0,0,0,0
24-Oct,경부선,1724,평택,217,3,"8,815","3,260","15,031","9,589","30,796","17,701","33,044","27,698","30,307","24,239","26,102","20,411","24,809","24,480","24,987","25,472","26,220","24,987","25,677","28,046","27,316","30,069","31,455","37,975","35,254","41,946","31,387","42,995","23,182","27,195","22,759","23,960","15,904","17,381","13,378","13,570","7,162","7,866",124,"2,535",0,0,0,0,0,0
24-Oct,경부선,1725,성환,57,0,"2,524",997,"3,773","3,583","7,447","13,285","7,613","22,927","7,922","24,022","7,957","11,164","8,099","6,785","10,783","11,078","13,699","10,721","13,535","6,054","16,938","6,618","25,448","7,634","25,156","9,333","15,532","9,160","6,505","7,100","5,371","7,164","3,060","6,058","2,057","6,607",815,"5,302",80,"1,180",1,1,0,0,0,0
24-Oct,경부선,1726,직산,88,5,865,346,"1,840","1,568","2,822","3,494","2,571","3,776","2,095","1,379","1,920","1,151","1,781","1,028","1,588","1,263","1,587","1,265","1,383","1,300","1,812","1,335","1,805","1,939","4,072","2,490","3,682","2,604","1,362","2,532",969,"1,553",749,"1,352",341,"1,153",210,974,53,171,0,0,0,0,0,0
24-Oct,경부선,1727,두정,"1,069",4,"5,754","1,655","10,886","5,110","19,140","11,427","19,162","22,712","17,370","22,157","13,268","15,690","13,555","13,724","16,149","14,975","14,915","14,077","14,565","11,910","17,472","11,721","19,404","16,990","20,013","20,751","19,105","25,105","11,922","18,069","9,382","15,228","8,319","11,332","5,324","11,296","2,724","8,962",49,"2,701",0,0,0,0,0,0
24-Oct,경부선,1728,천안,"1,877",4,"3,348",861,"6,262","3,870","12,810","7,441","12,140","17,001","16,022","15,714","12,310","13,781","14,567","15,478","14,459","15,437","14,574","14,453","19,849","14,045","21,153","14,937","23,846","15,136","21,261","22,592","18,503","19,983","12,273","13,035","9,341","10,013","6,756","7,180","4,060","5,677","2,350","3,746",23,"2,642",0,0,0,0,0,0
24-Oct,경부선,1729,당정,34,0,"4,902",873,"11,689","3,152","27,007","9,821","23,109","17,580","13,446","9,895","9,844","6,322","9,787","5,506","10,653","6,586","9,479","6,577","8,621","6,321","9,387","8,254","10,875","11,171","13,386","15,036","14,940","21,892","5,987","17,716","4,781","11,938","3,959","10,198","3,053","10,111","1,219","6,131",77,"1,198",0,0,0,0,0,0
24-Oct,경부선,1749,서동탄,1,0,"1,699",12,"6,292",735,"11,410","1,610","4,427","1,183","3,131","1,029","2,304",778,"2,277","1,128","1,793","1,152","1,699","1,327","1,625","1,568","1,849","2,336","1,735","2,548","1,962","3,328","2,220","5,675",978,"6,469",768,"3,031",490,"1,934",417,"2,460",108,"1,642",3,"1,149",0,0,0,0,0,0
24-Oct,경부선,1750,광명,2,0,25,"1,835","3,574","3,795","12,209","7,894","10,594","8,967","7,725","7,120","4,778","4,356","8,121","2,846","5,887","8,895","5,840",174,"3,950","8,944","6,798","4,136","8,648","5,440","10,245","7,441","11,294","12,760","8,942","7,057","3,155","4,857","8,053","3,160","2,935","5,009","1,192",82,0,0,0,0,0,0,0,0
24-Oct,경인선,1801,개봉,"1,614",8,"19,926","6,928","40,469","12,734","94,408","14,723","88,880","23,916","54,754","20,896","41,186","17,754","36,376","21,786","36,327","25,624","33,928","27,369","29,227","29,164","29,486","39,854","32,845","50,466","32,453","65,496","29,662","90,397","18,996","68,642","14,859","43,780","12,232","39,169","9,357","31,757","3,659","18,117",65,"1,652",1,2,0,0,0,0
24-Oct,경인선,1802,오류동,649,7,"13,620","2,013","19,106","5,314","47,607","6,263","49,295","11,984","32,194","11,402","24,283","9,207","21,598","10,496","22,852","13,245","20,375","14,791","16,358","15,079","16,876","20,252","16,511","22,936","16,447","31,452","13,892","43,875","9,073","36,116","7,083","23,591","5,668","22,058","3,860","19,158","1,405","12,364",54,"1,467",0,0,0,0,0,0
24-Oct,경인선,1803,역곡,"1,466",31,"31,800","3,008","46,655","10,134","111,268","14,921","110,431","38,770","65,201","35,948","46,951","25,518","41,456","27,592","42,816","32,386","40,947","33,142","35,565","34,901","37,468","43,197","42,632","58,695","43,620","77,837","37,341","112,124","23,195","89,285","18,974","51,663","15,737","49,224","12,948","41,035","5,625","27,162",380,"3,694",0,0,0,0,0,0
24-Oct,경인선,1804,부천,"4,141",54,"43,625","4,391","43,112","11,806","99,376","18,072","101,027","46,013","65,148","45,973","51,057","43,427","51,972","42,065","54,183","54,262","52,970","57,013","52,559","52,885","57,151","60,204","59,998","69,198","60,075","94,226","59,002","113,020","37,382","90,155","30,881","57,390","27,822","50,330","21,260","41,728","10,516","28,010",777,"5,092",0,0,0,0,0,0
24-Oct,경인선,1805,송내,"1,969",7,"18,646","8,374","40,287","16,864","106,018","29,338","90,125","74,473","55,897","42,014","41,155","25,300","40,219","23,973","39,150","27,093","36,569","29,538","33,525","30,069","35,447","35,318","39,815","45,887","48,448","64,082","71,631","93,043","29,253","81,443","23,446","49,491","19,345","42,675","14,190","35,676","6,417","22,472",557,"3,652",0,0,0,0,0,0
24-Oct,경인선,1806,부평,"11,188",56,"25,032","4,940","36,109","12,009","84,880","19,973","80,168","33,967","51,238","38,150","42,357","36,066","42,739","42,252","46,246","48,812","46,826","53,334","46,290","56,723","52,971","56,538","56,852","70,220","59,545","88,909","54,333","116,375","40,366","92,684","36,634","54,873","33,547","47,304","27,014","37,317","15,120","24,151","2,460","7,651",0,2,0,0,0,0
24-Oct,경인선,1807,백운,220,4,"10,298","1,541","15,828","3,039","31,617","4,295","29,561","10,551","18,370","7,519","14,908","6,136","13,950","7,885","13,605","9,015","12,338","9,581","10,755","10,390","10,430","13,553","11,143","16,593","10,847","21,766","9,266","28,058","4,987","25,387","4,206","14,320","4,031","14,201","2,944","11,301","1,331","6,932",138,"2,449",0,0,0,0,0,0
24-Oct,경인선,1808,동암,813,10,"22,725","3,191","29,988","7,379","60,131","13,434","58,683","17,171","36,476","16,130","29,148","15,307","27,237","17,614","28,459","20,395","25,318","21,919","21,693","20,994","22,725","27,062","24,554","35,008","24,439","48,172","22,661","58,538","14,033","51,838","11,216","34,383","9,845","30,441","7,515","25,755","4,148","14,937",375,"4,699",0,0,0,0,0,0
24-Oct,경인선,1809,주안,"1,421",21,"15,957","3,386","30,040","7,974","61,801","18,067","57,594","28,950","37,638","23,616","30,403","19,395","31,979","19,395","33,773","22,080","31,471","21,997","28,593","23,562","31,292","25,793","33,510","34,958","38,001","42,987","36,010","56,447","21,579","56,947","19,128","33,598","17,391","29,029","13,505","27,059","7,343","18,283",586,"6,075",0,0,0,0,0,0
24-Oct,경인선,1810,제물포,"1,246",8,"8,554","2,732","16,764","6,142","37,511","15,026","32,706","36,205","21,110","18,469","17,901","11,252","17,932","10,316","18,891","13,112","16,898","13,550","16,226","12,506","20,884","15,166","25,833","19,816","24,099","23,951","24,088","32,255","10,231","28,454","8,171","17,060","6,779","15,440","4,328","14,760","1,670","9,779",77,"3,196",0,0,0,0,0,0
24-Oct,경인선,1811,동인천,"1,872",8,"8,180","2,654","18,727","10,760","43,325","22,826","35,592","31,202","23,956","18,675","21,757","19,179","22,617","22,175","25,116","22,304","24,575","24,450","24,848","21,494","28,935","23,864","31,935","27,133","37,458","30,846","38,380","36,515","18,984","34,463","14,139","20,187","10,524","16,872","6,622","14,948","2,440","9,413",18,"3,323",0,0,0,0,0,0
24-Oct,경인선,1812,인천,351,21,"1,321",921,"3,189","3,332","5,906","7,212","5,324","11,648","4,037","9,456","4,299","10,575","5,628","13,385","7,306","12,786","10,342","10,894","12,996","9,162","16,603","7,462","19,075","6,138","18,143","5,662","16,855","4,675","8,337","3,615","6,098","2,575","4,052","2,137","2,112","1,935",690,"1,380",15,"1,120",0,2,0,0,0,0
24-Oct,경인선,1813,구일,304,7,"4,995","2,340","10,817","5,306","26,811","8,089","24,045","14,245","14,682","13,226","11,765","7,920","11,430","8,016","11,668","9,325","9,889","11,768","10,203","9,118","11,747","10,648","17,559","11,785","17,472","17,005","11,896","25,816","6,250","19,339","4,851","11,798","4,003","11,217","3,395","9,080","1,008","5,856",47,501,0,0,0,0,0,0
24-Oct,경인선,1814,소사,"1,385",11,"15,051","3,086","14,392","5,876","29,272","7,355","26,013","11,408","18,655","9,111","15,202","9,450","13,625","8,712","14,942","11,166","13,661","11,491","11,981","11,096","12,771","13,469","14,093","16,422","13,716","20,254","11,538","26,415","7,097","20,403","5,200","13,857","4,234","12,844","2,676","10,953","1,266","7,309",77,"1,973",1,0,0,0,0,0
24-Oct,경인선,1815,부개,"2,652",13,"11,822","1,534","18,127","3,636","41,238","6,033","34,599","10,953","21,442","7,023","16,238","6,819","14,849","8,002","14,681","9,847","14,207","10,487","11,284","12,296","11,120","14,617","12,507","19,129","11,607","24,935","11,020","31,599","6,254","26,067","4,507","17,154","3,696","14,830","2,560","12,089","1,371","8,544",189,"2,063",0,0,0,0,0,0
24-Oct,경인선,1816,간석,451,6,"6,459","1,485","11,758","2,993","22,074","4,746","20,686","10,031","12,814","5,804","10,595","5,823","10,373","6,056","10,348","7,249","10,132","7,989","8,477","8,512","8,922","9,564","10,124","13,133","9,468","15,788","9,808","19,322","5,153","17,889","4,395","10,891","3,600","8,640","2,623","7,522","1,243","5,270",148,"1,981",0,0,0,0,0,0
24-Oct,경인선,1817,도원,779,42,"2,282","1,343","3,845","2,342","7,556","6,666","8,050","18,221","5,532","4,118","4,877","4,379","5,234","4,280","6,202","4,453","5,973","5,923","5,175","7,023","7,941","7,215","10,743","7,366","11,767","6,488","11,257","6,916","3,666","6,431","2,290","4,286","2,030","3,370",870,"2,749",348,"2,276",21,"1,083",0,0,0,0,0,0
24-Oct,경인선,1821,온수(성공회대입구),328,12,"6,021","1,527","9,059","3,595","22,781","9,277","21,148","13,351","15,041","8,400","12,162","6,581","12,485","7,221","14,082","8,868","12,074","8,322","10,663","8,798","11,963","11,095","14,329","12,700","12,322","16,581","11,181","22,062","5,394","16,915","4,324","11,000","4,849","9,925","3,031","8,414","1,653","5,388",104,804,1,0,0,0,0,0
24-Oct,경인선,1822,중동,"1,386",28,"12,433","1,698","19,155","4,499","43,685","6,140","35,201","12,292","22,673","8,699","16,916","8,404","16,030","8,970","16,271","10,086","14,451","12,231","12,997","12,814","12,239","15,206","12,942","19,189","13,330","25,598","11,506","34,517","6,896","27,155","5,339","17,199","4,336","15,385","3,071","12,479","1,340","8,559",121,"1,903",0,0,0,0,0,0
24-Oct,경인선,1823,도화,520,4,"4,884",866,"7,410","1,810","16,589","4,316","14,487","8,115","9,793","3,948","8,286","4,043","7,778","4,545","7,500","5,871","7,263","5,808","6,649","6,299","6,483","7,223","7,674","9,867","7,118","10,733","7,363","11,511","3,376","11,094","2,486","6,827","1,975","5,488","1,543","5,102",810,"3,865",44,"1,817",0,0,0,0,0,0
24-Oct,경원선,1008,이촌(국립중앙박물관),100,20,"1,288",620,"3,946","2,625","9,822","4,967","11,109","9,390","9,295","5,551","7,479","4,554","7,112","4,701","7,306","4,711","7,783","5,660","7,339","5,606","8,220","7,039","9,534","8,086","11,090","9,942","10,841","11,210","6,507","8,356","11,010","5,116","10,344","4,185","5,240","4,030","1,310","2,420",57,798,0,0,0,0,0,0
24-Oct,경원선,1009,서빙고,77,0,"1,207",846,"2,337","4,242","3,396","4,710","4,226","9,707","3,743","4,949","3,701","4,406","3,348","3,483","3,965","3,784","4,380","4,974","5,196","5,084","5,682","5,946","8,210","5,260","10,624","4,224","8,190","5,020","3,247","4,084","3,337","2,178","4,321","1,902","2,080","1,619",443,952,28,257,1,1,0,0,0,0
24-Oct,경원선,1010,한남,102,2,"1,022",845,"1,591","7,132","2,930","11,142","3,216","15,167","3,630","11,218","3,832","7,309","4,742","5,610","5,422","5,539","4,651","5,575","6,150","4,530","8,400","4,586","10,077","5,809","14,931","6,025","14,200","5,966","7,338","4,671","5,980","2,233","5,641","2,450","4,907","1,609","1,860",975,126,331,0,0,0,0,0,0
24-Oct,경원선,1011,옥수,0,0,1,58,8,39,29,35,178,319,36,29,44,273,27,226,32,72,25,10,46,16,31,15,506,86,448,47,83,44,438,21,57,18,60,32,15,11,12,2,1,0,0,0,0,0,0,0
24-Oct,경원선,1012,응봉,131,0,"1,316",234,"3,421","1,164","7,350","1,549","7,566","2,184","5,331","1,657","4,001","1,463","3,437","1,597","2,882","1,991","2,679","2,465","2,665","2,606","3,059","2,987","3,463","4,257","3,228","4,686","3,013","5,704","1,668","5,027","1,500","3,190",931,"2,771",736,"2,431",258,"1,384",21,461,0,0,0,0,0,0
24-Oct,경원선,1013,왕십리(성동구청),"1,022",7,"6,077","1,628","9,694","7,382","28,665","14,316","42,919","24,133","29,000","21,785","19,642","21,861","20,492","24,119","25,268","26,050","27,833","27,629","28,970","26,715","32,491","31,052","38,362","35,775","40,559","48,869","38,012","67,048","30,826","46,403","29,333","29,649","30,507","24,928","26,415","22,743","11,686","11,873","1,180","4,243",0,0,0,0,0,0
24-Oct,경원선,1014,청량리(서울시립대입구),"1,599",36,"5,641","1,990","8,754","19,615","31,211","21,108","45,418","26,040","30,059","36,340","34,513","34,632","34,040","43,567","38,795","35,482","36,115","33,240","36,074","40,382","33,132","41,910","46,797","42,146","38,599","39,712","40,193","55,748","27,472","39,516","33,301","22,701","21,246","24,269","12,552","14,072","5,936","7,344",207,"3,456",1,1,0,0,0,0
24-Oct,경원선,1016,외대앞,615,26,"6,083","4,999","8,637","17,620","21,590","7,314","25,292","27,548","17,132","13,733","14,207","19,555","15,628","18,592","17,038","15,986","17,323","13,935","19,600","16,932","22,389","14,895","30,653","17,641","35,157","21,872","21,620","27,522","13,670","20,518","11,225","15,407","11,652","14,574","11,746","15,725","5,636","11,237",348,"2,775",0,1,0,0,0,0
24-Oct,경원선,1017,신이문,"1,896",34,"9,626","1,783","15,162","3,866","37,284","4,507","39,244","8,146","23,820","5,075","17,098","6,004","14,815","7,904","14,371","9,022","13,535","10,228","11,426","11,336","10,872","15,960","11,677","19,754","10,574","23,810","9,392","32,011","5,993","24,014","3,899","16,684","3,151","14,646","2,544","13,692","1,085","7,608",88,"1,923",0,0,0,0,0,0
24-Oct,경원선,1018,석계,"1,407",12,"6,142","2,049","11,289","4,792","22,210","5,704","25,371","9,625","18,612","7,723","15,956","7,653","14,427","10,024","14,518","9,945","14,254","11,642","12,705","12,791","12,249","16,851","13,346","22,598","12,533","26,746","11,238","35,217","8,667","25,122","6,823","17,595","6,150","15,093","5,095","12,524","2,868","7,758",117,"1,980",0,0,0,0,0,0
24-Oct,경원선,1019,광운대,"2,495",11,"6,995","1,371","15,078","3,452","32,656","6,145","29,942","20,235","17,815","11,348","14,401","11,999","13,633","15,182","13,601","11,564","14,646","12,975","14,510","13,273","15,174","13,803","16,246","17,634","17,208","20,853","13,615","27,662","7,741","22,023","7,685","14,090","7,869","12,131","6,073","11,306","3,117","8,969",233,"5,280",0,8,0,0,0,0
24-Oct,경원선,1020,월계,"1,291",13,"5,288","1,461","10,799","2,821","26,346","7,278","25,334","15,035","17,034","14,455","14,002","8,651","13,792","7,261","14,090","8,935","12,977","12,419","11,565","9,707","12,683","11,019","16,571","14,546","14,681","16,262","11,099","24,234","6,443","16,855","4,537","11,203","4,113","9,559","3,098","8,974","1,165","5,431",77,"1,204",0,0,0,0,0,0
24-Oct,경원선,1021,녹천,"1,483",39,"4,415",929,"8,813","1,662","21,563","4,742","18,684","4,652","11,223","3,005","9,007","3,444","7,677","3,476","8,461","4,564","6,778","4,510","5,900","5,737","5,874","6,482","6,766","8,329","6,128","10,414","4,663","15,551","2,874","11,824","2,134","7,283","2,019","6,510","1,270","6,505",504,"3,753",45,995,0,0,0,0,0,0
24-Oct,경원선,1022,창동,0,0,0,0,0,0,0,0,9,0,9,0,10,0,17,0,20,0,9,0,7,0,11,0,7,0,8,0,3,0,7,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24-Oct,경원선,1901,방학,733,23,"12,991","2,208","16,621","7,283","35,192","10,444","31,845","21,838","23,242","12,085","19,476","12,679","18,965","11,396","20,148","13,319","17,695","14,237","16,258","16,538","16,042","20,185","17,437","24,157","17,747","26,508","18,067","31,380","10,518","27,464","7,986","15,664","6,495","13,409","4,581","12,500","2,110","6,888",316,"2,486",0,0,0,0,0,0
24-Oct,경원선,1902,도봉,327,35,"7,294","1,410","10,589","3,660","20,145","4,190","18,823","11,384","15,193","8,423","12,375","8,075","11,683","7,543","10,829","9,220","10,893","9,162","10,538","9,756","10,620","11,817","10,305","13,517","10,553","15,437","10,985","17,177","4,891","15,160","3,367","8,971","2,572","7,855","1,983","7,323",902,"4,069",144,"1,450",0,0,0,0,0,0
24-Oct,경원선,1903,도봉산,402,6,"7,493","1,264","10,041","3,188","21,496","5,802","21,395","9,842","16,153","15,882","14,192","18,600","14,480","17,324","16,246","17,005","20,366","13,474","23,461","11,894","25,474","11,640","26,087","11,451","21,787","10,558","16,069","11,133","9,427","8,859","6,090","5,737","3,751","4,913","2,275","4,567","1,052","2,817",175,"1,105",0,0,0,0,0,0
24-Oct,경원선,1904,망월사,659,29,"8,087","1,123","13,608","3,725","28,868","6,413","27,328","23,638","19,188","18,286","16,992","11,422","16,946","16,963","16,814","13,774","18,158","13,401","17,815","14,867","17,009","14,832","16,781","18,661","19,283","21,366","12,363","27,271","7,419","22,541","5,882","14,442","4,791","11,923","3,806","11,722","1,947","6,434",351,"3,598",0,0,0,0,0,0
24-Oct,경원선,1905,회룡,"2,286",48,"16,614","2,677","29,842","6,356","59,856","9,741","54,466","14,567","36,131","12,086","29,960","12,565","27,216","14,535","25,385","16,320","22,102","18,653","18,460","21,367","17,472","26,731","17,097","32,765","16,110","39,317","13,686","50,356","7,893","43,274","6,581","26,598","5,448","21,677","3,931","19,053","1,659","10,785",241,"5,406",0,0,0,0,0,0
24-Oct,경원선,1906,의정부,"3,186",15,"11,073","2,740","29,426","7,961","50,672","13,543","51,261","38,650","32,598","38,192","28,067","29,678","30,781","33,384","34,347","35,468","34,922","40,035","36,310","37,257","39,044","35,116","42,646","40,884","44,556","47,381","45,043","59,975","27,204","52,574","25,421","30,375","17,646","27,631","13,531","22,628","7,341","16,874","1,125","9,441",0,1,0,0,0,0
24-Oct,경원선,1907,가능,629,7,"9,188","1,974","11,962","4,070","24,834","7,868","23,103","14,595","14,662","8,166","13,852","6,686","12,791","8,038","12,601","8,403","10,754","9,426","9,958","8,731","9,882","11,254","11,057","13,778","13,037","16,616","9,812","21,470","5,927","19,494","5,034","12,712","4,061","9,628","2,715","9,603","1,193","5,188",260,"2,182",0,0,0,0,0,0
24-Oct,경원선,1908,녹양,439,4,"5,666",838,"7,891","2,423","17,172","5,275","14,854","8,487","10,224","5,149","9,002","4,055","8,168","5,419","8,407","5,481","7,444","5,773","6,442","5,652","7,210","7,306","7,138","8,107","7,729","11,382","7,750","14,262","3,637","13,098","2,892","8,447","2,254","6,466","1,508","6,769",654,"4,129",130,"1,400",0,0,0,0,0,0
24-Oct,경원선,1909,양주,"2,454",16,"6,323","1,697","11,901","6,116","31,698","12,270","25,763","12,782","20,695","10,807","17,710","10,425","16,017","11,759","15,838","12,583","16,642","11,655","14,870","12,778","15,236","13,435","15,696","13,845","15,603","22,049","14,780","23,793","7,471","22,112","4,164","16,070","3,078","11,432","1,847","11,688",875,"5,619",120,"2,970",1,0,0,0,0,0
24-Oct,경원선,1910,덕계,41,1,"7,231",610,"17,831","3,874","31,768","4,831","30,056","8,206","15,943","5,544","12,904","4,017","10,491","4,839","9,871","5,825","8,753","6,337","7,396","7,326","7,648","9,774","9,053","13,395","8,466","18,526","7,381","24,376","4,287","21,374","3,327","13,376","2,484","12,823","2,104","8,988","1,035","6,757",217,"2,340",0,0,0,0,0,0
24-Oct,경원선,1911,덕정,13,0,"5,247","1,277","10,644","5,771","22,215","9,918","22,483","21,434","13,314","14,000","12,167","7,495","11,380","7,108","12,261","8,205","15,467","9,135","10,614","9,139","13,279","9,937","14,487","11,858","14,632","15,234","13,790","17,697","6,270","15,725","3,983","9,959","3,358","10,222","2,437","7,256","1,270","5,615",341,"2,387",0,0,0,0,0,0
24-Oct,경원선,1912,지행,139,3,"5,332","1,117","11,026","2,945","21,867","6,552","23,217","13,689","16,625","7,804","13,973","7,418","12,480","8,066","12,305","8,249","11,427","9,987","10,713","12,134","10,747","15,100","12,127","16,532","12,268","20,589","12,589","22,866","8,488","18,603","6,695","14,265","5,695","11,656","3,567","9,264","2,316","6,229",301,"3,999",0,0,0,0,0,0
24-Oct,경원선,1913,동두천중앙,42,0,"2,777",704,"4,780","2,169","8,847","4,562","8,833","10,979","6,886","4,464","6,734","5,086","5,996","5,086","7,043","4,858","6,118","5,433","5,607","5,651","6,353","5,945","7,177","5,944","6,668","7,033","7,205","7,185","2,767","5,605","1,896","4,716","1,731","3,518",920,"3,162",472,"2,153",40,"1,198",0,0,0,0,0,0
24-Oct,경원선,1914,보산,42,0,"1,996",471,"2,105","1,660","3,862","2,710","4,352","3,383","3,578","1,757","3,259","1,782","3,023","2,012","3,058","1,563","2,913","2,142","3,166","2,341","3,270","3,130","5,165","3,333","4,825","4,367","3,702","5,156","2,004","4,878","1,454","3,780","1,758","2,595",546,"2,014",255,"1,440",24,749,0,0,0,0,0,0
24-Oct,경원선,1915,동두천,44,2,"1,338",681,"2,644","2,052","4,575","5,456","5,224","5,556","3,859","5,977","3,915","3,736","3,838","3,039","4,350","3,993","4,387","3,697","4,633","3,059","5,993","3,104","6,472","3,086","4,741","3,984","4,147","4,096","1,957","3,244","1,125","2,852",663,"2,343",805,"1,753",290,"2,023",10,712,0,0,0,0,0,0
24-Oct,경원선,1916,소요산,110,1,541,532,576,"1,055","1,682","1,637","2,621","2,755","2,468","5,790","3,054","10,796","3,893","13,678","5,555","12,369","9,545","9,286","12,914","8,384","14,987","4,866","12,476","3,274","7,678","2,470","3,670","1,845","1,199","1,459",770,"1,192",526,671,167,607,103,492,1,386,0,0,0,0,0,0
24-Oct,경원선,1917,청산,0,0,60,2,178,193,668,339,720,367,315,243,290,293,238,299,276,283,286,253,412,234,342,268,425,255,586,290,378,313,139,341,118,178,38,137,9,82,20,99,1,82,0,0,0,0,0,0
24-Oct,경원선,1918,전곡,4,0,663,17,"1,294",707,"2,864",893,"4,637","2,212","3,333","2,016","2,852","2,579","2,675","3,573","3,031","3,623","3,435","3,122","3,892","2,782","4,134","2,319","4,114","2,724","3,473","3,205","2,525","3,547","1,499","3,451","1,140","1,691",751,"1,528",408,"1,305",301,941,12,676,0,0,0,0,0,0
24-Oct,경원선,1919,연천,2,0,317,2,672,669,"1,407","1,165","3,751","3,700","2,725","3,981","2,144","5,795","2,612","7,368","3,985","6,375","5,393","4,601","6,475","3,242","6,276","2,426","5,632","1,909","4,128","2,159","2,437","1,866",859,"1,762",532,"1,124",257,703,132,467,48,316,2,244,0,0,0,0,0,0
24-Oct,안산선,1751,산본,789,4,"10,788","1,828","24,876","7,221","58,151","15,528","54,835","30,422","31,519","23,932","26,878","21,613","25,025","22,299","26,953","25,888","26,281","27,271","25,895","26,998","28,170","30,381","30,684","37,159","29,208","45,138","32,482","66,166","19,829","53,487","17,220","30,862","16,454","25,162","12,313","21,004","5,153","12,574",620,"4,410",0,0,0,0,0,0
24-Oct,안산선,1752,대야미,23,2,"3,207","1,059","8,154","3,166","19,401","5,614","21,309","8,305","12,211","4,886","9,579","5,127","8,335","5,173","8,024","5,577","8,273","5,615","7,564","6,316","8,285","8,783","8,778","10,398","9,409","12,100","10,110","16,734","5,515","12,507","3,845","8,974","2,459","7,754","1,759","7,408",973,"4,438",101,"1,192",0,0,0,0,0,0
24-Oct,안산선,1753,반월,13,0,"3,926","1,259","8,362","2,992","17,897","4,591","17,029","7,490","10,907","4,043","8,720","3,932","7,491","4,717","7,656","4,935","6,805","5,572","6,360","6,057","5,849","7,648","7,520","9,935","7,504","11,262","7,474","15,684","3,676","12,085","2,831","8,861","1,745","7,333","1,427","6,814",547,"3,805",103,"1,016",0,0,0,0,0,0
24-Oct,안산선,1754,상록수,691,17,"14,830","3,044","31,310","8,977","67,398","13,541","61,553","22,032","37,699","19,164","27,533","16,249","25,324","14,886","26,809","15,711","25,176","18,296","19,854","19,981","21,309","23,762","25,642","31,339","25,373","44,837","23,092","64,037","14,863","52,620","11,605","35,839","9,427","31,435","6,586","25,020","2,739","17,774",411,"5,257",0,0,0,0,0,0
24-Oct,안산선,1755,한대앞,206,4,"9,582","1,086","18,316","4,785","32,770","8,868","28,101","25,714","20,913","17,258","17,030","16,031","16,687","11,297","17,774","13,800","16,793","13,632","16,746","14,254","16,627","15,578","20,702","20,522","22,115","27,357","19,096","35,981","11,049","26,875","9,883","18,706","9,352","16,567","7,011","13,699","2,955","9,705",260,"2,819",1,0,0,0,0,0
24-Oct,안산선,1756,중앙,436,28,"11,715","1,462","32,672","11,954","59,362","18,281","51,375","41,023","32,646","34,429","28,085","23,276","29,183","22,810","34,670","27,116","29,821","30,746","29,042","30,367","30,327","32,112","36,275","39,414","38,571","51,251","40,315","72,189","25,521","58,481","25,305","36,149","24,932","31,147","20,393","25,685","8,193","19,077",852,"6,081",0,0,0,0,0,0
24-Oct,안산선,1757,고잔,361,2,"5,990",927,"16,392","5,316","30,367","12,820","25,658","27,316","18,069","16,820","15,530","13,512","15,787","12,026","15,005","12,422","14,198","13,817","14,796","13,504","16,858","14,124","17,602","15,285","23,116","19,986","22,037","27,276","9,411","21,262","8,141","13,404","8,107","12,165","4,999","10,052","2,218","8,607",179,"3,017",0,0,0,0,0,0
