사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
Oct-23,5호선,2547,광나루(장신대),"344,308","321,756","82,482","79,534"
Oct-23,5호선,2548,천호(풍납토성),"425,771","416,761","149,710","151,782"
Oct-23,5호선,2549,강동,"409,093","400,693","110,947","108,681"
Oct-23,5호선,2550,길동,"158,514","163,589","76,912","78,418"
Oct-23,5호선,2551,굽은다리(강동구민회관앞),"198,420","189,277","81,215","76,447"
Oct-23,5호선,2552,명일,"187,181","189,650","77,623","79,341"
Oct-23,5호선,2553,고덕,"218,922","213,841","79,449","78,086"
Oct-23,5호선,2554,상일동,"315,753","297,102","97,321","95,442"
Oct-23,5호선,2555,둔촌동,"187,862","185,411","70,993","70,957"
Oct-23,5호선,2556,올림픽공원(한국체대),"141,477","129,701","45,237","41,597"
Oct-23,5호선,2557,방이,"163,140","166,092","51,104","51,431"
Oct-23,5호선,2558,오금,"81,542","81,775","23,059","22,701"
Oct-23,5호선,2559,개롱,"136,568","141,884","53,444","54,941"
Oct-23,5호선,2560,거여,"223,954","216,445","70,462","68,215"
Oct-23,5호선,2561,마천,"160,232","144,413","62,603","64,506"
Oct-23,5호선,2562,강일,"124,628","110,902","46,125","44,421"
Oct-23,5호선,2563,미사,"424,975","434,419","90,854","90,850"
Oct-23,5호선,2564,하남풍산,"98,213","97,352","34,192","33,832"
Oct-23,5호선,2565,하남시청(덕풍·신장),"163,655","153,110","78,226","78,092"
Oct-23,5호선,2566,하남검단산,"146,462","137,314","56,259","55,563"
Oct-23,6호선,2611,응암,"389,905","384,248","131,358","131,304"
Oct-23,6호선,2612,역촌,"76,695","98,549","36,638","36,581"
Oct-23,6호선,2613,불광,"95,598","97,841","44,024","36,380"
Oct-23,6호선,2614,독바위,"60,037","60,795","22,050","27,040"
Oct-23,6호선,2615,연신내,21,0,3,0
Oct-23,6호선,2616,구산,"174,921","115,058","58,653","60,251"
Oct-23,6호선,2617,새절(신사),"282,354","256,600","96,978","96,497"
Oct-23,6호선,2618,증산(명지대앞),"217,614","216,240","78,935","80,203"
Oct-23,6호선,2619,디지털미디어시티,"352,785","384,327","66,008","66,024"
Oct-23,6호선,2620,월드컵경기장(성산),"194,329","224,374","122,889","122,707"
Oct-23,6호선,2621,마포구청,"342,744","301,256","91,542","82,185"
Oct-23,6호선,2622,망원,"364,973","391,871","85,158","88,640"
Oct-23,6호선,2623,합정,"370,982","369,833","45,259","41,316"
Oct-23,6호선,2624,상수,"292,099","334,612","23,133","23,217"
Oct-23,6호선,2625,광흥창(서강),"212,540","200,887","55,091","54,755"
Oct-23,6호선,2626,대흥(서강대앞),"226,010","234,715","50,085","49,750"
Oct-23,6호선,2627,공덕,"460,618","445,885","81,845","77,319"
Oct-23,6호선,2628,효창공원앞,"185,616","170,251","43,916","40,852"
Oct-23,6호선,2629,삼각지,"208,399","179,141","21,600","17,219"
Oct-23,6호선,2630,녹사평(용산구청),"145,883","148,599","19,782","19,160"
Oct-23,6호선,2631,이태원,"353,421","381,186","34,453","35,235"
Oct-23,6호선,2632,한강진,"283,033","337,531","18,585","18,594"
Oct-23,6호선,2633,버티고개,"50,449","48,012","14,992","17,802"
Oct-23,6호선,2634,약수,"86,048","84,288","24,316","23,550"
Oct-23,6호선,2635,청구,"91,601","86,829","20,848","23,113"
Oct-23,6호선,2636,신당,"215,937","224,345","40,574","39,377"
Oct-23,6호선,2637,동묘앞,"188,223","194,539","76,624","70,107"
Oct-23,6호선,2638,창신,"83,758","70,373","19,983","19,278"
Oct-23,6호선,2639,보문,"197,715","182,149","33,607","31,615"
Oct-23,6호선,2640,안암(고대병원앞),"336,811","345,925","38,850","38,335"
Oct-23,6호선,2641,고려대(종암),"233,495","225,186","38,305","37,595"
Oct-23,6호선,2642,월곡(동덕여대),"289,803","278,020","75,020","73,171"
Oct-23,6호선,2643,상월곡(한국과학기술연구원),"150,984","138,640","44,226","42,864"
Oct-23,6호선,2644,돌곶이,"229,734","206,598","69,710","69,061"
Oct-23,6호선,2645,석계,"278,518","292,012","84,840","84,508"
Oct-23,6호선,2646,태릉입구,"131,732","154,977","36,612","38,290"
Oct-23,6호선,2647,화랑대(서울여대입구),"307,719","234,968","53,139","47,736"
Oct-23,6호선,2648,봉화산(서울의료원),"203,690","190,119","53,614","53,240"
Oct-23,6호선,2649,신내,10,0,0,0
Oct-23,7호선,2711,장암,"65,967","27,666","13,915","10,707"
Oct-23,7호선,2712,도봉산,"226,812","260,793","60,979","86,188"
Oct-23,7호선,2713,수락산,"267,675","260,479","108,567","109,823"
Oct-23,7호선,2714,마들,"284,473","261,258","97,113","94,380"
Oct-23,7호선,2715,노원,"451,896","478,229","139,108","132,803"
Oct-23,7호선,2716,중계,"331,729","300,329","103,132","98,841"
Oct-23,7호선,2717,하계,"414,323","384,870","121,422","116,706"
Oct-23,7호선,2718,공릉(서울과학기술대),"281,476","277,927","77,959","78,214"
Oct-23,7호선,2719,태릉입구,"224,097","213,587","49,881","45,219"
Oct-23,7호선,2720,먹골,"228,817","221,853","71,965","73,918"
Oct-23,7호선,2721,중화,"242,797","234,948","69,553","69,317"
Oct-23,7호선,2722,상봉(시외버스터미널),"421,206","403,001","81,416","77,365"
Oct-23,7호선,2723,면목,"353,673","336,000","101,544","103,745"
Oct-23,7호선,2724,사가정,"367,210","365,675","110,823","111,381"
Oct-23,7호선,2725,용마산(용마폭포공원),"137,791","135,549","38,712","42,554"
Oct-23,7호선,2726,중곡,"250,509","228,569","67,854","68,254"
Oct-23,7호선,2727,군자(능동),"355,190","271,132","88,030","75,186"
Oct-23,7호선,2728,어린이대공원(세종대),"448,201","461,283","48,660","48,293"
Oct-23,7호선,2729,건대입구,"343,415","365,223","62,463","56,766"
Oct-23,7호선,2730,뚝섬유원지,"314,575","321,053","52,691","51,918"
Oct-23,7호선,2731,청담,"455,051","503,730","79,558","76,983"
Oct-23,7호선,2732,강남구청,"399,972","445,832","54,271","55,275"
Oct-23,7호선,2733,학동,"557,796","593,537","62,851","60,316"
Oct-23,7호선,2734,논현,"443,879","457,322","45,834","44,286"
Oct-23,7호선,2735,반포,"144,873","141,354","38,141","36,277"
Oct-23,7호선,2736,고속터미널,"476,005","357,779","84,139","72,625"
Oct-23,7호선,2737,내방,"325,643","333,800","77,555","75,176"
Oct-23,7호선,2738,이수,"375,873","365,589","83,776","79,291"
Oct-23,7호선,2739,남성,"258,049","237,472","80,187","79,229"
Oct-23,7호선,2740,숭실대입구(살피재),"365,648","367,049","69,913","72,342"
Oct-23,7호선,2741,상도,"287,511","283,658","67,366","64,440"
Oct-23,7호선,2742,장승배기,"198,866","190,518","71,536","72,917"
Oct-23,7호선,2743,신대방삼거리,"335,367","314,791","94,795","97,325"
Oct-23,7호선,2744,보라매,"166,200","170,431","33,354","34,933"
Oct-23,7호선,2745,신풍,"253,080","233,200","76,596","75,148"
Oct-23,7호선,2746,대림(구로구청),"233,404","233,135","44,572","43,934"
Oct-23,7호선,2747,남구로,"353,538","369,290","64,697","64,579"
Oct-23,7호선,2748,가산디지털단지,"1,027,015","1,035,572","94,194","89,648"
Oct-23,7호선,2749,철산,"512,046","519,806","107,097","106,820"
Oct-23,7호선,2750,광명사거리,"440,227","427,069","159,522","163,648"
Oct-23,7호선,2751,천왕,"266,885","252,226","63,278","63,323"
Oct-23,7호선,2752,온수(성공회대입구),"246,347","232,127","44,244","42,191"
Oct-23,7호선,2758,상동,1,0,1,0
Oct-23,8호선,2811,암사,"423,360","367,738","114,229","111,694"
Oct-23,8호선,2812,천호(풍납토성),"343,524","411,149","91,870","88,505"
Oct-23,8호선,2813,강동구청,"225,001","231,680","69,163","69,598"
Oct-23,8호선,2814,몽촌토성(평화의문),"169,576","171,597","38,552","37,678"
Oct-23,8호선,2815,잠실(송파구청),"384,708","467,484","79,868","78,860"
Oct-23,8호선,2816,석촌,"172,653","210,400","55,051","59,079"
Oct-23,8호선,2817,송파,"197,665","191,317","67,621","66,980"
Oct-23,8호선,2818,가락시장,"157,860","180,185","67,515","68,876"
Oct-23,8호선,2819,문정,"495,915","518,683","62,576","62,225"
Oct-23,8호선,2820,장지,"404,833","371,784","89,643","85,125"
Oct-23,8호선,2821,복정,"233,552","195,598","43,871","39,041"
Oct-23,8호선,2822,산성,"124,375","124,320","34,497","37,701"
Oct-23,8호선,2823,남한산성입구(성남법원.검찰청),"332,151","301,781","82,300","77,999"
Oct-23,8호선,2824,단대오거리,"278,399","264,388","78,660","77,266"
Oct-23,8호선,2825,신흥,"106,454","111,747","43,294","45,538"
Oct-23,8호선,2826,수진,"113,347","102,002","47,893","46,424"
Oct-23,8호선,2827,모란,"99,344","81,001","61,136","47,005"
Oct-23,8호선,2828,남위례,"167,936","171,763","35,637","34,932"
Oct-23,9호선,4101,개화,"67,638","45,055","15,222","12,212"
Oct-23,9호선,4102,김포공항,"198,902","287,023","19,848","25,842"
Oct-23,9호선,4103,공항시장,"63,168","67,126","25,936","27,879"
Oct-23,9호선,4104,신방화,"149,802","145,667","50,447","50,590"
Oct-23,9호선,4105,마곡나루(서울식물원),"342,414","341,115","41,985","41,191"
Oct-23,9호선,4106,양천향교,"233,133","236,609","51,134","50,353"
Oct-23,9호선,4107,가양,"499,621","484,828","146,432","143,794"
Oct-23,9호선,4108,증미,"172,994","163,780","38,498","38,572"
Oct-23,9호선,4109,등촌,"246,776","234,280","89,120","89,734"
Oct-23,9호선,4110,염창,"433,664","416,029","82,089","80,730"
Oct-23,9호선,4111,신목동,"97,666","83,547","26,794","24,870"
Oct-23,9호선,4112,선유도,"211,509","200,389","31,894","31,314"
Oct-23,9호선,4113,당산,"480,715","485,763","72,969","68,351"
Oct-23,9호선,4114,국회의사당,"385,987","400,094","59,472","53,784"
Oct-23,9호선,4115,여의도,"740,691","718,885","53,432","49,560"
Oct-23,9호선,4116,샛강,"158,339","149,821","32,198","30,696"
Oct-23,9호선,4117,노량진,"689,854","683,840","94,853","95,188"
Oct-23,9호선,4118,노들,"124,378","105,357","36,081","33,149"
Oct-23,9호선,4119,흑석(중앙대입구),"224,129","227,001","60,923","61,071"
Oct-23,9호선,4120,동작(현충원),"46,759","39,266","15,535","13,753"
Oct-23,9호선,4121,구반포,"22,059","22,450","9,517","9,715"
Oct-23,9호선,4122,신반포,"93,881","94,020","28,752","29,070"
Oct-23,9호선,4123,고속터미널,"418,617","576,139","72,463","85,866"
Oct-23,9호선,4124,사평,"89,363","84,858","24,766","24,791"
Oct-23,9호선,4125,신논현,"841,939","828,551","56,884","55,335"
Oct-23,공항철도 1호선,4201,서울역,"392,440","346,694","39,139","35,636"
Oct-23,공항철도 1호선,4202,공덕,"72,207","99,287","9,134","10,800"
Oct-23,공항철도 1호선,4203,홍대입구,"434,608","428,592","21,049","18,997"
Oct-23,공항철도 1호선,4204,디지털미디어시티,"360,386","339,804","30,360","28,409"
Oct-23,공항철도 1호선,4206,마곡나루(서울식물원),"281,088","275,507","19,837","20,190"
Oct-23,공항철도 1호선,4207,김포공항,"300,278","157,973","25,936","16,050"
Oct-23,공항철도 1호선,4208,계양,"347,305","323,039","40,426","37,797"
Oct-23,공항철도 1호선,4209,검암,"181,529","188,054","20,549","21,329"
Oct-23,공항철도 1호선,4210,청라국제도시,"195,971","186,157","16,575","16,397"
Oct-23,공항철도 1호선,4211,운서,"240,913","257,748","33,869","34,623"
Oct-23,공항철도 1호선,4212,공항화물청사,"50,358","53,569","10,404","9,997"
Oct-23,공항철도 1호선,4213,인천공항1터미널,"390,218","352,972","41,214","36,789"
Oct-23,공항철도 1호선,4215,인천공항2터미널,"188,589","157,648","18,150","15,536"
Oct-23,공항철도 1호선,4217,영종,"101,878","103,666","24,408","24,465"
Oct-23,9호선2~3단계,4126,언주,"277,362","280,689","33,460","32,764"
Oct-23,9호선2~3단계,4127,선정릉,"243,544","263,017","28,624","29,312"
Oct-23,9호선2~3단계,4128,삼성중앙,"177,592","184,801","27,419","27,083"
Oct-23,9호선2~3단계,4129,봉은사,"539,975","565,044","59,899","57,420"
Oct-23,9호선2~3단계,4130,종합운동장,"117,266","117,581","25,005","22,471"
Oct-23,9호선2~3단계,4131,삼전,"173,896","162,060","41,047","40,316"
Oct-23,9호선2~3단계,4132,석촌고분,"157,030","152,147","41,877","42,188"
Oct-23,9호선2~3단계,4133,석촌,"234,265","209,856","43,433","37,987"
Oct-23,9호선2~3단계,4134,송파나루,"126,527","134,827","30,289","31,334"
Oct-23,9호선2~3단계,4135,한성백제,"74,391","65,141","19,988","17,442"
Oct-23,9호선2~3단계,4136,올림픽공원(한국체대),"284,823","316,961","43,012","43,202"
Oct-23,9호선2~3단계,4137,둔촌오륜,"26,605","23,922","7,713","8,333"
Oct-23,9호선2~3단계,4138,중앙보훈병원,"249,442","215,776","85,195","83,161"
Oct-23,우이신설선,4701,북한산우이,"75,842","67,500","43,983","45,008"
Oct-23,우이신설선,4702,솔밭공원,"47,600","41,513","32,646","34,130"
Oct-23,우이신설선,4703,4.19민주묘지,"74,438","73,172","42,482","37,462"
Oct-23,우이신설선,4704,가오리,"74,458","71,353","55,168","56,099"
Oct-23,우이신설선,4705,화계,"59,690","52,936","48,879","49,485"
Oct-23,우이신설선,4706,삼양,"32,004","31,916","29,373","32,459"
Oct-23,우이신설선,4707,삼양사거리,"38,567","38,031","39,982","39,479"
Oct-23,우이신설선,4708,솔샘,"131,083","118,712","43,726","45,860"
Oct-23,우이신설선,4709,북한산보국문,"147,399","136,000","48,907","48,088"
Oct-23,우이신설선,4710,정릉,"98,350","85,228","51,725","48,221"
Oct-23,우이신설선,4711,성신여대입구(돈암),"73,079","86,910","31,990","30,788"
Oct-23,우이신설선,4712,보문,"31,441","31,631","16,510","16,023"
Oct-23,우이신설선,4713,신설동,"35,951","36,154","34,452","30,297"
Oct-23,신림선,4401,샛강,"63,151","76,714","15,634","15,399"
Oct-23,신림선,4402,대방,"67,939","49,747","17,966","14,958"
Oct-23,신림선,4403,서울지방병무청,"60,237","64,053","24,382","26,628"
Oct-23,신림선,4404,보라매,"86,154","79,922","24,683","21,834"
Oct-23,신림선,4405,보라매공원,"42,807","47,064","18,031","19,224"
Oct-23,신림선,4406,보라매병원,"141,145","148,266","52,155","51,759"
Oct-23,신림선,4407,당곡,"92,962","89,386","37,123","36,629"
Oct-23,신림선,4408,신림,"33,434","50,723","16,370","20,132"
Oct-23,신림선,4409,서원,"74,245","61,173","25,058","24,557"
Oct-23,신림선,4410,서울대벤처타운,"210,092","187,443","67,732","66,469"
Oct-23,신림선,4411,관악산(서울대),"66,091","71,265","40,714","41,245"
